Policy_Area,Dataset,Variable,Year,Count,Tract,tractnumber,Neighborhood,GEOID,Row_ID,Date,Location,Los Angeles Incorporated Cities,DPW_CITY_BOUNDARIES_from_dmu2_xaer,la_county_tracts_from_jczq_z5ui,City Boundaries_from_22pk_kkuz,LA Neighborhoods_from_5ikr_59ci,layer_0_from_yr99_sgmi,layer_0_from_mgnu_zr5s,New Neighborhoods_from_s3dq_ztay,Neighborhoods_from_5jp5_kw3x,Neighborhoods_from_gw34_aa8i
Housing & Real Estate,Homelessness,Sheltered Population,2017,0,"Census Tract 9012.05, Los Angeles County, California",901205,Lancaster,1400000US06037901205,Sheltered_Population_2017_1400000US06037901205,01/01/2017 12:00:00 AM,"(34.6746975, -118.2828485)",5,194,1515,5,125,153,153,156,156,156
Housing & Real Estate,Homelessness,Total Homeless Population,2018,0,"Census Tract 9201.14, Los Angeles County, California",920114,Santa Clarita,1400000US06037920114,Total_Homeless_Population_2018_1400000US06037920114,01/01/2018 12:00:00 AM,"(34.4320305, -118.5670465)",81,174,1398,81,201,268,269,271,269,269
Housing & Real Estate,Homelessness,Total Homeless Population,2017,261,"Census Tract 9800.24, Los Angeles County, California",980024,Sepulveda Basin,1400000US06037980024,Total_Homeless_Population_2017_1400000US06037980024,01/01/2017 12:00:00 AM,"(34.1733255, -118.4930155)",76,305,1433,76,205,171,165,168,167,167
Housing & Real Estate,Homelessness,Total Homeless Population,2018,4,"Census Tract 9106.05, Los Angeles County, California",910605,Palmdale,1400000US06037910605,Total_Homeless_Population_2018_1400000US06037910605,01/01/2018 12:00:00 AM,"(34.569375, -118.0672205)",4,177,1522,4,169,17,17,17,18,18
Housing & Real Estate,Homelessness,Unsheltered Population,2017,0,"Census Tract 9200.28, Los Angeles County, California",920028,Santa Clarita,1400000US06037920028,Unsheltered_Population_2017_1400000US06037920028,01/01/2017 12:00:00 AM,"(34.4364445, -118.4883265)",81,174,2197,81,201,268,269,271,269,269
Housing & Real Estate,Homelessness,Total Homeless Population,2018,60,"Census Tract 9007.04, Los Angeles County, California",900704,Lancaster,1400000US06037900704,Total_Homeless_Population_2018_1400000US06037900704,01/01/2018 12:00:00 AM,"(34.6603865, -118.137914)",5,194,191,5,125,153,153,156,156,156
Housing & Real Estate,Homelessness,Unsheltered Population,2018,0,"Census Tract 9010.10, Los Angeles County, California",901010,Lancaster,1400000US06037901010,Unsheltered_Population_2018_1400000US06037901010,01/01/2018 12:00:00 AM,"(34.6675115, -118.19239)",5,194,289,5,125,153,153,156,156,156
Housing & Real Estate,Homelessness,Unsheltered Population,2017,4,"Census Tract 9201.08, Los Angeles County, California",920108,Castaic Canyons,1400000US06037920108,Unsheltered_Population_2017_1400000US06037920108,01/01/2017 12:00:00 AM,"(34.448999, -118.563623)",81,174,2198,81,38,176,169,172,171,171
Housing & Real Estate,Homelessness,Total Homeless Population,2018,2,"Census Tract 9203.22, Los Angeles County, California",920322,Santa Clarita,1400000US06037920322,Total_Homeless_Population_2018_1400000US06037920322,01/01/2018 12:00:00 AM,"(34.3842535, -118.549422)",81,174,372,81,201,268,269,271,269,269
Housing & Real Estate,Homelessness,Sheltered Population,2017,0,"Census Tract 9800.31, Los Angeles County, California",980031,San Pedro,1400000US06037980031,Sheltered_Population_2017_1400000US06037980031,01/01/2017 12:00:00 AM,"(33.73751, -118.2614255)",76,305,2180,76,199,19,19,19,20,20
Housing & Real Estate,Homelessness,Sheltered Population,2018,0,"Census Tract 9200.38, Los Angeles County, California",920038,Santa Clarita,1400000US06037920038,Sheltered_Population_2018_1400000US06037920038,01/01/2018 12:00:00 AM,"(34.4248795, -118.44721)",81,174,591,81,201,268,269,271,269,269
Housing & Real Estate,Homelessness,Sheltered Population,2017,0,"Census Tract 9012.09, Los Angeles County, California",901209,Ridge Route,1400000US06037901209,Sheltered_Population_2017_1400000US06037901209,01/01/2017 12:00:00 AM,"(34.7315285, -118.609312)",,221,1101,,187,50,50,51,53,53
Housing & Real Estate,Homelessness,Unsheltered Population,2017,7,"Census Tract 9800.13, Los Angeles County, California",980013,El Segundo,1400000US06037980013,Unsheltered_Population_2017_1400000US06037980013,01/01/2017 12:00:00 AM,"(33.9163945, -118.3853095)",19,246,1013,19,74,215,194,211,222,222
Housing & Real Estate,Homelessness,Sheltered Population,2018,0,"Census Tract 9107.14, Los Angeles County, California",910714,Palmdale,1400000US06037910714,Sheltered_Population_2018_1400000US06037910714,01/01/2018 12:00:00 AM,"(34.561705, -118.03843)",4,177,346,4,169,17,17,17,18,18
Housing & Real Estate,Homelessness,Sheltered Population,2018,0,"Census Tract 9011.01, Los Angeles County, California",901101,Lancaster,1400000US06037901101,Sheltered_Population_2018_1400000US06037901101,01/01/2018 12:00:00 AM,"(34.6602485, -118.2274505)",5,194,1514,5,125,153,153,156,156,156
Housing & Real Estate,Homelessness,Unsheltered Population,2018,0,"Census Tract 9203.39, Los Angeles County, California",920339,Unincorporated Santa Susana Mountains,1400000US06037920339,Unsheltered_Population_2018_1400000US06037920339,01/01/2018 12:00:00 AM,"(34.4151555, -118.6238155)",,221,1413,,238,126,122,125,119,119
Housing & Real Estate,Homelessness,Total Homeless Population,2017,156,"Census Tract 9008.06, Los Angeles County, California",900806,Lancaster,1400000US06037900806,Total_Homeless_Population_2017_1400000US06037900806,01/01/2017 12:00:00 AM,"(34.6966605, -118.141453)",5,194,1059,5,125,153,153,156,156,156
Housing & Real Estate,Homelessness,Unsheltered Population,2018,0,"Census Tract 9201.09, Los Angeles County, California",920109,Santa Clarita,1400000US06037920109,Unsheltered_Population_2018_1400000US06037920109,01/01/2018 12:00:00 AM,"(34.456252, -118.550261)",81,174,1002,81,201,268,269,271,269,269
Housing & Real Estate,Homelessness,Unsheltered Population,2018,0,"Census Tract 9101.01, Los Angeles County, California",910101,Palmdale,1400000US06037910101,Unsheltered_Population_2018_1400000US06037910101,01/01/2018 12:00:00 AM,"(34.6128065, -118.045045)",,162,1012,,169,17,17,17,18,18
Housing & Real Estate,Homelessness,Sheltered Population,2018,0,"Census Tract 9103.01, Los Angeles County, California",910301,Quartz Hill,1400000US06037910301,Sheltered_Population_2018_1400000US06037910301,01/01/2018 12:00:00 AM,"(34.638321, -118.2218425)",,193,1519,,180,230,231,229,229,229
Housing & Real Estate,Homelessness,Sheltered Population,2018,0,"Census Tract 9203.29, Los Angeles County, California",920329,Santa Clarita,1400000US06037920329,Sheltered_Population_2018_1400000US06037920329,01/01/2018 12:00:00 AM,"(34.4111205, -118.5512305)",81,174,1005,81,201,268,269,271,269,269
Housing & Real Estate,Homelessness,Total Homeless Population,2017,15,"Census Tract 9108.04, Los Angeles County, California",910804,Acton,1400000US06037910804,Total_Homeless_Population_2017_1400000US06037910804,01/01/2017 12:00:00 AM,"(34.528856, -118.187391)",,221,1657,,1,262,262,263,262,262
Housing & Real Estate,Homelessness,Unsheltered Population,2018,37,"Census Tract 9007.03, Los Angeles County, California",900703,Lancaster,1400000US06037900703,Unsheltered_Population_2018_1400000US06037900703,01/01/2018 12:00:00 AM,"(34.682113, -118.156743)",5,194,287,5,125,153,153,156,156,156
Housing & Real Estate,Homelessness,Sheltered Population,2018,0,"Census Tract 9202, Los Angeles County, California",920200,Castaic Canyons,1400000US06037920200,Sheltered_Population_2018_1400000US06037920200,01/01/2018 12:00:00 AM,"(34.4679205, -118.594791)",,221,2181,,38,176,169,172,171,171
Housing & Real Estate,Homelessness,Total Homeless Population,2017,12,"Census Tract 9107.09, Los Angeles County, California",910709,Southeast Antelope Valley,1400000US06037910709,Total_Homeless_Population_2017_1400000US06037910709,01/01/2017 12:00:00 AM,"(34.524328, -118.044247)",,221,1167,,211,209,208,205,205,205
Housing & Real Estate,Homelessness,Total Homeless Population,2018,13,"Census Tract 9102.02, Los Angeles County, California",910202,Northwest Palmdale,1400000US06037910202,Total_Homeless_Population_2018_1400000US06037910202,01/01/2018 12:00:00 AM,"(34.626194, -118.1788455)",,195,2282,,162,189,197,185,185,185
Housing & Real Estate,Homelessness,Total Homeless Population,2018,0,"Census Tract 9107.05, Los Angeles County, California",910705,Palmdale,1400000US06037910705,Total_Homeless_Population_2018_1400000US06037910705,01/01/2018 12:00:00 AM,"(34.568801, -118.0183425)",4,177,1523,4,169,17,17,17,18,18
Housing & Real Estate,Homelessness,Sheltered Population,2017,0,"Census Tract 9108.10, Los Angeles County, California",910810,Castaic Canyons,1400000US06037910810,Sheltered_Population_2017_1400000US06037910810,01/01/2017 12:00:00 AM,"(34.45705, -118.360889)",,221,1660,,38,176,169,172,171,171
Housing & Real Estate,Homelessness,Sheltered Population,2018,14,"Census Tract 9007.01, Los Angeles County, California",900701,Lancaster,1400000US06037900701,Sheltered_Population_2018_1400000US06037900701,01/01/2018 12:00:00 AM,"(34.682124, -118.14029)",5,194,588,5,125,153,153,156,156,156
Housing & Real Estate,Homelessness,Unsheltered Population,2018,1,"Census Tract 9200.32, Los Angeles County, California",920032,Castaic Canyons,1400000US06037920032,Unsheltered_Population_2018_1400000US06037920032,01/01/2018 12:00:00 AM,"(34.458264, -118.466239)",,221,1376,,38,176,169,172,171,171
Housing & Real Estate,Homelessness,Sheltered Population,2017,12,"Census Tract 9005.04, Los Angeles County, California",900504,Palmdale,1400000US06037900504,Sheltered_Population_2017_1400000US06037900504,01/01/2017 12:00:00 AM,"(34.6605065, -118.0957095)",4,177,1012,4,169,17,17,17,18,18
Housing & Real Estate,Homelessness,Total Homeless Population,2017,0,"Census Tract 9102.07, Los Angeles County, California",910207,Palmdale,1400000US06037910207,Total_Homeless_Population_2017_1400000US06037910207,01/01/2017 12:00:00 AM,"(34.594402, -118.172876)",4,177,192,4,169,17,17,17,18,18
Housing & Real Estate,Homelessness,Total Homeless Population,2017,0,"Census Tract 9203.03, Los Angeles County, California",920303,Unincorporated Santa Susana Mountains,1400000US06037920303,Total_Homeless_Population_2017_1400000US06037920303,01/01/2017 12:00:00 AM,"(34.315107, -118.605768)",,221,2061,,238,126,122,125,119,119
Housing & Real Estate,Homelessness,Unsheltered Population,2017,20,"Census Tract 9105.04, Los Angeles County, California",910504,Palmdale,1400000US06037910504,Unsheltered_Population_2017_1400000US06037910504,01/01/2017 12:00:00 AM,"(34.568302, -118.105125)",4,177,1521,4,169,17,17,17,18,18
Housing & Real Estate,Homelessness,Total Homeless Population,2017,0,"Census Tract 9200.17, Los Angeles County, California",920017,Santa Clarita,1400000US06037920017,Total_Homeless_Population_2017_1400000US06037920017,01/01/2017 12:00:00 AM,"(34.442725, -118.526151)",81,174,1663,81,201,268,269,271,269,269
Housing & Real Estate,Homelessness,Sheltered Population,2018,0,"Census Tract 9800.05, Los Angeles County, California",980005,Torrance,1400000US06037980005,Sheltered_Population_2018_1400000US06037980005,01/01/2018 12:00:00 AM,"(33.852811, -118.3306995)",73,302,2254,73,230,180,174,176,176,176
Housing & Real Estate,Homelessness,Unsheltered Population,2018,86,"Census Tract 9006.02, Los Angeles County, California",900602,Lancaster,1400000US06037900602,Unsheltered_Population_2018_1400000US06037900602,01/01/2018 12:00:00 AM,"(34.7114195, -118.121494)",5,194,1259,5,125,153,153,156,156,156
Housing & Real Estate,Homelessness,Sheltered Population,2017,0,"Census Tract 9201.02, Los Angeles County, California",920102,Ridge Route,1400000US06037920102,Sheltered_Population_2017_1400000US06037920102,01/01/2017 12:00:00 AM,"(34.6130265, -118.5884185)",,221,2303,,187,50,50,51,53,53
Housing & Real Estate,Homelessness,Total Homeless Population,2018,0,"Census Tract 9108.07, Los Angeles County, California",910807,Santa Clarita,1400000US06037910807,Total_Homeless_Population_2018_1400000US06037910807,01/01/2018 12:00:00 AM,"(34.44052, -118.410871)",81,174,1658,81,201,268,269,271,269,269
Housing & Real Estate,Homelessness,Total Homeless Population,2018,23,"Census Tract 9008.03, Los Angeles County, California",900803,Lancaster,1400000US06037900803,Total_Homeless_Population_2018_1400000US06037900803,01/01/2018 12:00:00 AM,"(34.7113425, -118.157119)",5,194,1261,5,125,153,153,156,156,156
Housing & Real Estate,Homelessness,Sheltered Population,2018,0,"Census Tract 9200.40, Los Angeles County, California",920040,Castaic Canyons,1400000US06037920040,Sheltered_Population_2018_1400000US06037920040,01/01/2018 12:00:00 AM,"(34.4376675, -118.4294815)",81,174,695,81,38,176,169,172,171,171
Housing & Real Estate,Homelessness,Unsheltered Population,2018,2,"Census Tract 9104.04, Los Angeles County, California",910404,Palmdale,1400000US06037910404,Unsheltered_Population_2018_1400000US06037910404,01/01/2018 12:00:00 AM,"(34.565246, -118.1241)",4,177,1520,4,169,17,17,17,18,18
Housing & Real Estate,Homelessness,Sheltered Population,2017,0,"Census Tract 9103.01, Los Angeles County, California",910301,Quartz Hill,1400000US06037910301,Sheltered_Population_2017_1400000US06037910301,01/01/2017 12:00:00 AM,"(34.638321, -118.2218425)",,193,1519,,180,230,231,229,229,229
Housing & Real Estate,Homelessness,Sheltered Population,2018,0,"Census Tract 9100.01, Los Angeles County, California",910001,Palmdale,1400000US06037910001,Sheltered_Population_2018_1400000US06037910001,01/01/2018 12:00:00 AM,"(34.602258, -117.9288635)",4,177,1990,4,169,17,17,17,18,18
Housing & Real Estate,Homelessness,Total Homeless Population,2017,2,"Census Tract 9200.38, Los Angeles County, California",920038,Santa Clarita,1400000US06037920038,Total_Homeless_Population_2017_1400000US06037920038,01/01/2017 12:00:00 AM,"(34.4248795, -118.44721)",81,174,591,81,201,268,269,271,269,269
Housing & Real Estate,Homelessness,Total Homeless Population,2017,0,"Census Tract 9800.03, Los Angeles County, California",980003,Northeast Antelope Valley,1400000US06037980003,Total_Homeless_Population_2017_1400000US06037980003,01/01/2017 12:00:00 AM,"(34.7929935, -117.957417)",,221,1415,,157,133,129,132,133,133
Housing & Real Estate,Homelessness,Total Homeless Population,2018,80,"Census Tract 9800.09, Los Angeles County, California",980009,Griffith Park,1400000US06037980009,Total_Homeless_Population_2018_1400000US06037980009,01/01/2018 12:00:00 AM,"(34.136859, -118.3012315)",76,305,1008,76,92,198,192,194,195,195
Housing & Real Estate,Homelessness,Unsheltered Population,2018,449,"Census Tract 9110.01, Los Angeles County, California",911001,Southeast Antelope Valley,1400000US06037911001,Unsheltered_Population_2018_1400000US06037911001,01/01/2018 12:00:00 AM,"(34.4802325, -117.84332)",,221,2196,,211,209,208,205,205,205
Housing & Real Estate,Homelessness,Sheltered Population,2017,4,"Census Tract 9203.36, Los Angeles County, California",920336,Santa Clarita,1400000US06037920336,Sheltered_Population_2017_1400000US06037920336,01/01/2017 12:00:00 AM,"(34.385239, -118.534828)",81,174,196,81,201,268,269,271,269,269
Housing & Real Estate,Homelessness,Unsheltered Population,2018,4,"Census Tract 9107.11, Los Angeles County, California",910711,Palmdale,1400000US06037910711,Unsheltered_Population_2018_1400000US06037910711,01/01/2018 12:00:00 AM,"(34.569155, -118.05615)",4,177,1655,4,169,17,17,17,18,18
Housing & Real Estate,Homelessness,Total Homeless Population,2018,1,"Census Tract 9200.13, Los Angeles County, California",920013,Santa Clarita,1400000US06037920013,Total_Homeless_Population_2018_1400000US06037920013,01/01/2018 12:00:00 AM,"(34.4322485, -118.514551)",81,174,347,81,201,268,269,271,269,269
Housing & Real Estate,Homelessness,Sheltered Population,2017,0,"Census Tract 9200.43, Los Angeles County, California",920043,Santa Clarita,1400000US06037920043,Sheltered_Population_2017_1400000US06037920043,01/01/2017 12:00:00 AM,"(34.39599, -118.4534165)",81,174,1001,81,201,268,269,271,269,269
Housing & Real Estate,Homelessness,Total Homeless Population,2018,58,"Census Tract 9203.14, Los Angeles County, California",920314,Santa Clarita,1400000US06037920314,Total_Homeless_Population_2018_1400000US06037920314,01/01/2018 12:00:00 AM,"(34.4044665, -118.520954)",81,174,1411,81,201,268,269,271,269,269
Housing & Real Estate,Homelessness,Unsheltered Population,2018,17,"Census Tract 9106.03, Los Angeles County, California",910603,Palmdale,1400000US06037910603,Unsheltered_Population_2018_1400000US06037910603,01/01/2018 12:00:00 AM,"(34.565435, -118.0850595)",4,177,1904,4,169,17,17,17,18,18
Housing & Real Estate,Homelessness,Unsheltered Population,2017,0,"Census Tract 9800.02, Los Angeles County, California",980002,Carson,1400000US06037980002,Unsheltered_Population_2017_1400000US06037980002,01/01/2017 12:00:00 AM,"(33.809244, -118.241188)",50,281,1414,50,36,57,57,58,57,57
Housing & Real Estate,Homelessness,Sheltered Population,2017,0,"Census Tract 9107.06, Los Angeles County, California",910706,Palmdale,1400000US06037910706,Sheltered_Population_2017_1400000US06037910706,01/01/2017 12:00:00 AM,"(34.550485, -118.009319)",4,177,1110,4,169,17,17,17,18,18
Housing & Real Estate,Homelessness,Unsheltered Population,2017,6,"Census Tract 9200.30, Los Angeles County, California",920030,Santa Clarita,1400000US06037920030,Unsheltered_Population_2017_1400000US06037920030,01/01/2017 12:00:00 AM,"(34.415315, -118.487947)",81,174,348,81,201,268,269,271,269,269
Housing & Real Estate,Homelessness,Sheltered Population,2017,0,"Census Tract 9200.26, Los Angeles County, California",920026,Castaic Canyons,1400000US06037920026,Sheltered_Population_2017_1400000US06037920026,01/01/2017 12:00:00 AM,"(34.475127, -118.42794)",,221,1375,,38,176,169,172,171,171
Housing & Real Estate,Homelessness,Unsheltered Population,2017,2,"Census Tract 9203.37, Los Angeles County, California",920337,Santa Clarita,1400000US06037920337,Unsheltered_Population_2017_1400000US06037920337,01/01/2017 12:00:00 AM,"(34.373884, -118.5145465)",81,174,374,81,201,268,269,271,269,269
Housing & Real Estate,Homelessness,Sheltered Population,2017,0,"Census Tract 9008.04, Los Angeles County, California",900804,Lancaster,1400000US06037900804,Sheltered_Population_2017_1400000US06037900804,01/01/2017 12:00:00 AM,"(34.7113085, -118.142751)",5,194,606,5,125,153,153,156,156,156
Housing & Real Estate,Homelessness,Unsheltered Population,2018,0,"Census Tract 9200.39, Los Angeles County, California",920039,Santa Clarita,1400000US06037920039,Unsheltered_Population_2018_1400000US06037920039,01/01/2018 12:00:00 AM,"(34.4217055, -118.4383615)",81,174,1379,81,201,268,269,271,269,269
Housing & Real Estate,Homelessness,Total Homeless Population,2017,61,"Census Tract 9105.05, Los Angeles County, California",910505,Palmdale,1400000US06037910505,Total_Homeless_Population_2017_1400000US06037910505,01/01/2017 12:00:00 AM,"(34.563778, -118.103584)",4,177,607,4,169,17,17,17,18,18
Housing & Real Estate,Homelessness,Unsheltered Population,2017,0,"Census Tract 9200.37, Los Angeles County, California",920037,Santa Clarita,1400000US06037920037,Unsheltered_Population_2017_1400000US06037920037,01/01/2017 12:00:00 AM,"(34.4144835, -118.4485455)",81,174,1378,81,201,268,269,271,269,269
Housing & Real Estate,Homelessness,Total Homeless Population,2018,3,"Census Tract 9010.07, Los Angeles County, California",901007,Lancaster,1400000US06037901007,Total_Homeless_Population_2018_1400000US06037901007,01/01/2018 12:00:00 AM,"(34.652975, -118.1834535)",5,194,1988,5,125,153,153,156,156,156
Housing & Real Estate,Homelessness,Sheltered Population,2017,0,"Census Tract 9203.32, Los Angeles County, California",920332,Santa Clarita,1400000US06037920332,Sheltered_Population_2017_1400000US06037920332,01/01/2017 12:00:00 AM,"(34.3818215, -118.514898)",81,174,1412,81,201,268,269,271,269,269
Housing & Real Estate,Homelessness,Unsheltered Population,2018,105,"Census Tract 9100.02, Los Angeles County, California",910002,Northeast Antelope Valley,1400000US06037910002,Unsheltered_Population_2018_1400000US06037910002,01/01/2018 12:00:00 AM,"(34.532019, -117.919491)",,221,1517,,157,133,129,132,133,133
Housing & Real Estate,Homelessness,Unsheltered Population,2017,0,"Census Tract 9201.19, Los Angeles County, California",920119,Castaic,1400000US06037920119,Unsheltered_Population_2017_1400000US06037920119,01/01/2017 12:00:00 AM,"(34.4642225, -118.6428175)",,221,1409,,39,238,239,238,238,238
Housing & Real Estate,Homelessness,Unsheltered Population,2018,0,"Census Tract 9200.41, Los Angeles County, California",920041,Santa Clarita,1400000US06037920041,Unsheltered_Population_2018_1400000US06037920041,01/01/2018 12:00:00 AM,"(34.418503, -118.434593)",81,174,1000,81,201,268,269,271,269,269
Housing & Real Estate,Homelessness,Sheltered Population,2017,0,"Census Tract 9007.05, Los Angeles County, California",900705,Lancaster,1400000US06037900705,Sheltered_Population_2017_1400000US06037900705,01/01/2017 12:00:00 AM,"(34.66033, -118.1566475)",5,194,1260,5,125,153,153,156,156,156
Housing & Real Estate,Homelessness,Unsheltered Population,2018,0,"Census Tract 9200.11, Los Angeles County, California",920011,Castaic Canyons,1400000US06037920011,Unsheltered_Population_2018_1400000US06037920011,01/01/2018 12:00:00 AM,"(34.537969, -118.41508)",,221,1718,,38,176,169,172,171,171
Housing & Real Estate,Homelessness,Total Homeless Population,2018,0,"Census Tract 9303.01, Los Angeles County, California",930301,Angeles Crest,1400000US06037930301,Total_Homeless_Population_2018_1400000US06037930301,01/01/2018 12:00:00 AM,"(34.2947535, -117.913563)",,221,787,,8,157,139,142,131,131
Housing & Real Estate,Homelessness,Sheltered Population,2018,0,"Census Tract 9201.12, Los Angeles County, California",920112,Santa Clarita,1400000US06037920112,Sheltered_Population_2018_1400000US06037920112,01/01/2018 12:00:00 AM,"(34.435109, -118.538718)",81,174,1399,81,201,268,269,271,269,269
Housing & Real Estate,Homelessness,Sheltered Population,2018,0,"Census Tract 9200.18, Los Angeles County, California",920018,Santa Clarita,1400000US06037920018,Sheltered_Population_2018_1400000US06037920018,01/01/2018 12:00:00 AM,"(34.4558485, -118.52964)",81,174,207,81,201,268,269,271,269,269
Housing & Real Estate,Homelessness,Unsheltered Population,2017,76,"Census Tract 9006.09, Los Angeles County, California",900609,Lancaster,1400000US06037900609,Unsheltered_Population_2017_1400000US06037900609,01/01/2017 12:00:00 AM,"(34.7041855, -118.099231)",5,194,716,5,125,153,153,156,156,156
Housing & Real Estate,Homelessness,Unsheltered Population,2017,10,"Census Tract 9102.06, Los Angeles County, California",910206,Palmdale,1400000US06037910206,Unsheltered_Population_2017_1400000US06037910206,01/01/2017 12:00:00 AM,"(34.5868255, -118.2268865)",4,177,1903,4,169,17,17,17,18,18
Housing & Real Estate,Homelessness,Total Homeless Population,2017,34,"Census Tract 9102.08, Los Angeles County, California",910208,Palmdale,1400000US06037910208,Total_Homeless_Population_2017_1400000US06037910208,01/01/2017 12:00:00 AM,"(34.598115, -118.156459)",4,177,304,4,169,17,17,17,18,18
Housing & Real Estate,Homelessness,Sheltered Population,2017,0,"Census Tract 9800.10, Los Angeles County, California",980010,Elysian Park,1400000US06037980010,Sheltered_Population_2017_1400000US06037980010,01/01/2017 12:00:00 AM,"(34.081932, -118.238222)",76,305,1416,76,76,163,158,160,158,158
Housing & Real Estate,Homelessness,Sheltered Population,2018,0,"Census Tract 9800.26, Los Angeles County, California",980026,Tujunga,1400000US06037980026,Sheltered_Population_2018_1400000US06037980026,01/01/2018 12:00:00 AM,"(34.2727625, -118.2952615)",76,305,1489,76,232,145,145,148,148,148
Housing & Real Estate,Homelessness,Total Homeless Population,2018,9,"Census Tract 9200.42, Los Angeles County, California",920042,Santa Clarita,1400000US06037920042,Total_Homeless_Population_2018_1400000US06037920042,01/01/2018 12:00:00 AM,"(34.3938205, -118.4701755)",81,174,1394,81,201,268,269,271,269,269
Housing & Real Estate,Homelessness,Unsheltered Population,2018,16,"Census Tract 9800.15, Los Angeles County, California",980015,Wilmington,1400000US06037980015,Unsheltered_Population_2018_1400000US06037980015,01/01/2018 12:00:00 AM,"(33.778611, -118.295234)",76,305,380,76,269,147,146,149,150,150
Housing & Real Estate,Homelessness,Sheltered Population,2017,0,"Census Tract 9203.26, Los Angeles County, California",920326,Unincorporated Santa Susana Mountains,1400000US06037920326,Sheltered_Population_2017_1400000US06037920326,01/01/2017 12:00:00 AM,"(34.364177, -118.6077495)",,221,2301,,238,126,122,125,119,119
Housing & Real Estate,Homelessness,Sheltered Population,2017,0,"Census Tract 9800.23, Los Angeles County, California",980023,Chatsworth Reservoir,1400000US06037980023,Sheltered_Population_2017_1400000US06037980023,01/01/2017 12:00:00 AM,"(34.2324115, -118.6281115)",76,305,1051,76,46,18,18,18,33,33
Housing & Real Estate,Homelessness,Total Homeless Population,2018,2,"Census Tract 9201.07, Los Angeles County, California",920107,Santa Clarita,1400000US06037920107,Total_Homeless_Population_2018_1400000US06037920107,01/01/2018 12:00:00 AM,"(34.4512955, -118.580658)",81,174,1398,81,201,268,269,271,269,269
Housing & Real Estate,Homelessness,Total Homeless Population,2017,25,"Census Tract 9010.10, Los Angeles County, California",901010,Lancaster,1400000US06037901010,Total_Homeless_Population_2017_1400000US06037901010,01/01/2017 12:00:00 AM,"(34.6675115, -118.19239)",5,194,289,5,125,153,153,156,156,156
Housing & Real Estate,Homelessness,Unsheltered Population,2017,23,"Census Tract 9012.13, Los Angeles County, California",901213,Leona Valley,1400000US06037901213,Unsheltered_Population_2017_1400000US06037901213,01/01/2017 12:00:00 AM,"(34.6249465, -118.305774)",,221,1516,,133,223,215,219,224,224
Housing & Real Estate,Homelessness,Unsheltered Population,2017,2,"Census Tract 9008.05, Los Angeles County, California",900805,Lancaster,1400000US06037900805,Unsheltered_Population_2017_1400000US06037900805,01/01/2017 12:00:00 AM,"(34.6966695, -118.156998)",5,194,288,5,125,153,153,156,156,156
Housing & Real Estate,Homelessness,Unsheltered Population,2017,0,"Census Tract 9106.01, Los Angeles County, California",910601,Palmdale,1400000US06037910601,Unsheltered_Population_2017_1400000US06037910601,01/01/2017 12:00:00 AM,"(34.5836105, -118.076306)",4,177,306,4,169,17,17,17,18,18
Housing & Real Estate,Homelessness,Unsheltered Population,2017,82,"Census Tract 9108.12, Los Angeles County, California",910812,Southeast Antelope Valley,1400000US06037910812,Unsheltered_Population_2017_1400000US06037910812,01/01/2017 12:00:00 AM,"(34.500557, -118.0739195)",,221,1662,,211,209,208,205,205,205
Housing & Real Estate,Homelessness,Total Homeless Population,2018,108,"Census Tract 9800.21, Los Angeles County, California",980021,Hansen Dam,1400000US06037980021,Total_Homeless_Population_2018_1400000US06037980021,01/01/2018 12:00:00 AM,"(34.2656655, -118.368858)",76,305,2005,76,95,104,104,107,103,102
Housing & Real Estate,Homelessness,Unsheltered Population,2017,25,"Census Tract 9800.15, Los Angeles County, California",980015,Wilmington,1400000US06037980015,Unsheltered_Population_2017_1400000US06037980015,01/01/2017 12:00:00 AM,"(33.778611, -118.295234)",76,305,380,76,269,147,146,149,150,150
Housing & Real Estate,Homelessness,Sheltered Population,2017,0,"Census Tract 9201.10, Los Angeles County, California",920110,Santa Clarita,1400000US06037920110,Sheltered_Population_2017_1400000US06037920110,01/01/2017 12:00:00 AM,"(34.446814, -118.5447345)",81,174,351,81,201,268,269,271,269,269
Housing & Real Estate,Homelessness,Total Homeless Population,2017,3,"Census Tract 9200.20, Los Angeles County, California",920020,Castaic Canyons,1400000US06037920020,Total_Homeless_Population_2017_1400000US06037920020,01/01/2017 12:00:00 AM,"(34.4698725, -118.485244)",81,174,1664,81,38,176,169,172,171,171
Housing & Real Estate,Homelessness,Sheltered Population,2018,86,"Census Tract 9010.03, Los Angeles County, California",901003,Lancaster,1400000US06037901003,Sheltered_Population_2018_1400000US06037901003,01/01/2018 12:00:00 AM,"(34.69674, -118.227897)",5,194,717,5,125,153,153,156,156,156
Housing & Real Estate,Homelessness,Unsheltered Population,2018,0,"Census Tract 9107.13, Los Angeles County, California",910713,Palmdale,1400000US06037910713,Unsheltered_Population_2018_1400000US06037910713,01/01/2018 12:00:00 AM,"(34.5727205, -118.0399375)",4,177,1905,4,169,17,17,17,18,18
Housing & Real Estate,Homelessness,Total Homeless Population,2017,0,"Census Tract 9800.26, Los Angeles County, California",980026,Tujunga,1400000US06037980026,Total_Homeless_Population_2017_1400000US06037980026,01/01/2017 12:00:00 AM,"(34.2727625, -118.2952615)",76,305,1489,76,232,145,145,148,148,148
